word,star,1,2,3,4,5
QARPIŞMA,***,isim,,,,
QARPIŞMAQ,***,fel,,,,
QARPIZ,***,isim,,,,
QARPIZÇI,***,fel,isim,sifət,,
QARPIZI,***,sifət,,,,
QARPIZLIQ,***,isim,,,,
QARPMAQ,***,fel,,,,
QARSAQ,***,,sifət,,,
QARSALAMA,***,isim,,,,
QARSALAMAQ,***,fel,,,,
QARSALANMA,***,isim,,,,
QARSALANMAQ,***,fel,,,,
QARSALATMA,***,isim,,,,
QARSALATMAQ,***,fel,,,,
QARSIMAQ,***,fel,,,,
QARSITMA,***,isim,,,,
QARSITMAQ,***,fel,,,,
QARSMAQ,***,fel,,,,
QARŞI,***,fel,isim,qoşma,sifət,zərf
QARŞIDA,***,zərf,,,,
QARŞIDAKI,***,sifət,,,,
QARŞIDAN,***,zərf,,,,
QARŞILAMA,***,isim,,,,
QARŞILAMAQ,***,fel,,,,
QARŞILANMA,***,isim,,,,
QARŞILANMAQ,***,fel,,,,
QARŞILAŞDIRILMA,***,isim,,,,
QARŞILAŞDIRILMAQ,***,fel,,,,
QARŞILAŞDIRMA,***,fel,isim,,,
QARŞILAŞDIRMAQ,***,fel,,,,
QARŞILAŞMA,***,isim,,,,
QARŞILAŞMAQ,***,fel,,,,
QARŞILIQ,***,isim,,,,
QARŞILIQLI,***,sifət,,,,
QARŞISIALINMAZ,***,sifət,,,,
QART,***,sifət,,,,
QART,***,isim,,,,
"QART, QART-QART",***,,,,,
QARTAL,***,isim,,,,
QARTALBURUN(LU),***,sifət,,,,
QARTALLI,***,sifət,,,,
QARTI,***,isim,,,,
QARTIMA,***,isim,,,,
QARTIMAQ,***,fel,,,,
QARTIMIŞ,***,fsifət,,,,
QART-QURT,***,,,,,
QARTLAMAQ,***,fel,,,,
QARTLAMAQ,***,fel,,,,
QARTLANMA,***,isim,,,,
QARTLANMAQ,***,fel,,,,
QARTLANMAQ,***,fel,,,,
QARTLAŞMA,***,isim,,,,
QARTLAŞMAQ,***,fel,,,,
QARTLAŞMIŞ,***,fsifət,,,,
QARTLIQ,***,isim,,,,
QARTMAQ,***,isim,,,,
QARTMAQ,***,fel,,,,
QARTMAQLANMA,***,fel,isim,,,
QARTMAQLANMAQ,***,fel,,,,
QARTMAQLI,***,sifət,,,,
QARTOP(U),***,isim,,,,
QARUN,***,isim,isim,,,
QARUS,***,fel,,,,
QARZAQ,***,isim,,,,
QARZAQLAMAQ,***,fel,,,,
QARZAQLANMAQ,***,fel,,,,
QARZAQLI,***,sifət,,,,
QASIQ,***,isim,,,,
QASIQBAĞI,***,,isim,,,
QASIQOTU,***,isim,,,,
QASILMAQ,***,fel,,,,
QASIRĞA,***,isim,,,,
QASIRĞALI,***,sifət,,,,
QASİB,***,fel,isim,sifət,,
QASİD,***,fel,isim,,,
QASİDLİK,***,isim,,,,
QASNAQ,***,isim,,,,
QASNAQLAMA,***,isim,,,,
QASNAQLAMAQ,***,fel,,,,
QASNAQLANMA,***,isim,,,,
QASNAQLANMAQ,***,fel,,,,
QASNAQLANMIŞ,***,fsifət,,,,
QASNAQLI,***,sifət,,,,
QASTRİT,***,,,,,
QASTROL,***,isim,,,,
QASTROLÇU,***,isim,,,,
QASTROLÇULUQ,***,isim,,,,
QASTRONOM,***,,,,,
QASTRONOMİYA,***,,,,,
QAŞ,***,isim,,,,
QAŞ-DAŞ,***,isim,,,,
QAŞ-GÖZ,***,fel,isim,,,
QAŞIQ,***,isim,,,,
QAŞIQAŞI,***,isim,,,,
QAŞIQÇI,***,isim,,,,
QAŞIQXÖRƏYİ,***,isim,,,,
QAŞIQLAMA,***,isim,,,,
QAŞIQLAMAQ,***,fel,,,,
QAŞIMA,***,isim,,,,
QAŞIMAQ,***,fel,,,,
QAŞINDIRMA,***,isim,,,,
QAŞINDIRMAQ,***,fel,,,,
QAŞINMA,***,isim,,,,
QAŞINMAQ,***,fel,fel,,,
QAŞINTI,***,isim,,,,
QAŞITMA,***,isim,,,,
QAŞITMAQ,***,fel,,,,
QAŞQA,***,fel,isim,sifət,,
QAŞQABAQ,***,isim,,,,
QAŞQABAQLI,***,zərf,sifət,,,
QAŞQABAQLILIQ,***,isim,,,,
QAŞQAL,***,isim,,,,
QAŞQALAŞMAQ,***,fel,,,,
QAŞQALDAQ,***,isim,,,,
QAŞLAMAQ,***,fel,,,,
QAŞLATMAQ,***,fel,,,,
QAŞLI,***,sifət,,,,
QAŞOTU,***,isim,,,,
QAŞOV,***,isim,,,,
QAŞOVLAMA,***,isim,,,,
QAŞOVLAMAQ,***,fel,,,,
QAŞOVLANMA,***,isim,,,,
QAŞOVLANMAQ,***,fel,,,,
QAŞOVLATMA,***,isim,,,,
QAŞOVLATMAQ,***,fel,,,,
QAT,***,isim,zərf,,,
QATANQAZ,***,sifət,,,,
QATAR,***,fel,isim,zərf,,
QATAR,***,isim,,,,
QATARI,***,sifət,zərf,,,
QATARLAMA,***,isim,,,,
QATARLAMAQ,***,fel,,,,
QATARLANMA,***,isim,,,,
QATARLANMAQ,***,fel,,,,
QATARLAŞMA,***,isim,,,,
QATARLAŞMAQ,***,fel,,,,
QATARLI,***,sifət,,,,
QATBAQAT,***,,,,,
QATDALAQ,***,isim,,,,
QATDIRMAQ,***,fel,,,,
QATI,***,sifət,,,,
QATIAÇILMAMIŞ,***,sifət,,,,
QATIQ,***,isim,,,,
QATIQAŞI,***,isim,,,,
QATIQÇI,***,isim,,,,
QATIQDOĞRAMASI,***,isim,,,,
QATIQQUYMAĞI,***,isim,,,,
QATIQLAMA,***,isim,,,,
QATIQLAMAQ,***,fel,,,,
QATIQLANMA,***,isim,,,,
QATIQLANMAQ,***,fel,,,,
QATIQLAŞDIRILMA,***,isim,,,,
QATIQLAŞDIRILMAQ,***,fel,,,,
QATIQLAŞDIRMA,***,fel,isim,,,
QATIQLAŞDIRMAQ,***,fel,,,,
QATIQLI,***,sifət,,,,
QATIQOTU,***,isim,,,,
QATIQSATAN,***,isim,,,,
QATILANMA,***,isim,,,,
QATILANMAQ,***,fel,,,,
QATILAŞDIRILMA,***,fel,isim,,,
QATILAŞDIRILMAQ,***,fel,,,,
QATILAŞDIRMA,***,isim,,,,
QATILAŞDIRMAQ,***,fel,,,,
QATILAŞMAQ,***,fel,,,,
QATILAŞMIŞ,***,fsifət,,,,
QATILATMAQ,***,fel,,,,
QATILI,***,sifət,,,,
QATILIQ,***,isim,,,,
QATILIŞ,***,isim,,,,
QATILMA,***,isim,,,,
QATILMAQ,***,fel,fel,,,
QATILMIŞ,***,fsifət,,,,
QATIM,***,isim,,,,
QATIR,***,isim,,,,
QATIRÇI,***,isim,,,,
QATIRÇILIQ,***,isim,,,,
QATIRDIRNAĞI,***,isim,,,,
QATIRXANA,***,isim,,,,
QATIRQUYRUĞU,***,isim,,,,
QATIRMUNCUĞU,***,isim,,,,
QATIŞDIRILMA,***,isim,,,,
QATIŞDIRILMAQ,***,fel,,,,
QATIŞDIRMA,***,isim,,,,
QATIŞDIRMAQ,***,fel,,,,
QATIŞIQ,***,isim,,,,
QATIŞMA,***,isim,,,,
QATIŞMAQ,***,fel,,,,
QATİL,***,fel,isim,sifət,,
QATİLLİK,***,isim,,,,
QAT-QARIŞ,***,sifət,,,,
QAT-QARIŞIQ,***,sifət,,,,
QAT-QARIŞLIQ,***,isim,,,,
QATQATI,***,isim,,,,
QATQI,***,isim,,,,
QATLAMA,***,isim,sifət,,,
QATLAMAQ,***,fel,,,,
QATLANACAQ,***,isim,,,,
QATLANMA,***,isim,,,,
QATLANMAQ,***,fel,,,,
QATLANMAMIŞ,***,fsifət,,,,
QATLANMAZ,***,sifət,,,,
QATLANMIŞ,***,fsifət,,,,
QATLAŞMA,***,isim,,,,
QATLAŞMAQ,***,fel,,,,
QATMA,***,isim,,,,
QATMA,***,isim,,,,
QATMACA,***,isim,,,,
QATMAQ,***,fel,,,,
QATMA-QARIŞIQ,***,sifət,,,,
QATRAN,***,isim,,,,
QATRANÇI,***,isim,,,,
QATRANLAMA,***,isim,,,,
QATRANLAMAQ,***,fel,,,,
QATRANLANMA,***,isim,,,,
QATRANLANMAQ,***,fel,,,,
QATRANLANMIŞ,***,fsifət,,,,
QATRANLAŞMA,***,isim,,,,
QATRANLAŞMAQ,***,fel,,,,
QATRANLATMAQ,***,fel,,,,
QATRANLI,***,sifət,,,,
QAUPVAXT,***,isim,,,,
QAVAL,***,fel,isim,,,
QAVALÇALAN,***,isim,,,,
QAVALÇI,***,isim,,,,
QAVALÇILIQ,***,isim,,,,
QAVALDAŞ,***,isim,,,,
QAVALVURAN,***,isim,,,,
QAVARA,***,isim,,,,
QAVARALI,***,sifət,,,,
QAVOT,***,isim,,,,
QAVRAMA,***,isim,,,,
QAVRAMAQ,***,fel,,,,
QAVRAN(IL)MA,***,isim,,,,
QAVRAN(IL)MAQ,***,fel,,,,
QAVRANILMAZ,***,sifət,,,,
QAVRANILMAZLIQ,***,isim,,,,
QAVRAYIŞ,***,isim,,,,
QAVRAYIŞLI,***,sifət,,,,
QAYA,***,isim,,,,
QAYABAŞI,***,isim,,,,
QAYACIQ,***,isim,,,,
QAYAQAPAN,***,isim,,,,
QAYALIQ,***,isim,,,,
QAYAYARPAĞI,***,isim,,,,
QAYÇI,***,isim,,,,
QAYÇIBATMAZ,***,isim,,,,
QAYÇIGÖRMƏMİŞ,***,sifət,,,,
QAYÇIKƏSƏN,***,isim,,,,
QAYÇIKƏSMƏZ,***,isim,,,,
QAYÇILAMA,***,isim,,,,
QAYÇILAMAQ,***,fel,,,,
QAYÇILANMA,***,isim,,,,
QAYÇILANMAQ,***,fel,,,,
QAYÇILATMA,***,isim,,,,
QAYÇILATMAQ,***,fel,,,,
QAYDA,***,fel,isim,,,
QAYDA-QANUN,***,isim,,,,
QAYDALI,***,zərf,sifət,,,
QAYDAMAQ,***,,,,,
QAYDASIZ,***,zərf,sifət,,,
QAYDASIZLIQ,***,isim,,,,
QAYƏ,***,isim,,,,
QAYƏSİZ,***,sifət,,,,
QAYƏSİZLİK,***,isim,,,,
QAYƏT,***,zərf,,,,
QAYĞANAQ,***,isim,,,,
QAYĞI,***,fel,isim,,,
QAYĞIBİLMƏZ,***,sifət,,,,
QAYĞICIL,***,sifət,,,,
QAYĞICILLIQ,***,isim,,,,
QAYĞIKEŞ,***,sifət,,,,
QAYĞIKEŞLİK,***,isim,,,,
QAYĞILI,***,sifət,,,,
QAYĞISIZ,***,zərf,sifət,,,
QAYĞISIZCA,***,zərf,,,,
QAYĞISIZLIQ,***,isim,,,,
QAYIDAN,***,fsifət,,,,
QAYIDIŞ,***,isim,,,,
QAYIQ,***,isim,,,,
QAYIQÇI,***,isim,,,,
QAYIQÇILIQ,***,isim,,,,
QAYIM,***,sifət,zərf,,,
QAYIN,***,isim,,,,
"QAYIN, QAYINAĞACI",***,isim,,,,
QAYIN,***,isim,,,,
QAYINANA,***,isim,,,,
QAYINARVADI,***,isim,,,,
QAYINATA,***,isim,,,,
QAYINXATINI,***,isim,,,,
QAYIRMA,***,isim,sifət,,,
QAYIRMAQ,***,fel,,,,
QAYIRTDIRMA,***,isim,,,,
QAYIRTDIRMAQ,***,fel,,,,
QAYIRTMAQ,***,fel,,,,
QAYIŞ,***,isim,,,,
QAYIŞBALDIR,***,fel,isim,sifət,,
QAYIŞQIRAN,***,isim,,,,
QAYIŞQURD,***,isim,,,,
QAYITMA,***,isim,,,,
QAYITMAQ,***,fel,,,,
QAYITMAZ,***,sifət,,,,
QAYKA,***,isim,,,,
QAYMA,***,isim,,,,
QAYMAQ,***,isim,,,,
QAYMAQÇİÇƏKLİLƏR,***,isim,,,,
QAYMAQÇİÇƏYİ,***,isim,,,,
QAYMAQLANMA,***,fel,isim,,,
QAYMAQLANMAQ,***,fel,,,,
QAYNADILMA,***,isim,,,,
QAYNADILMAQ,***,fel,,,,
QAYNADILMIŞ,***,sifət,,,,
QAYNAQ,***,isim,,,,
QAYNAQ,***,isim,,,,
QAYNAQ,***,isim,,,,
QAYNAQÇI,***,isim,,,,
QAYNAQÇILIQ,***,isim,,,,
QAYNAQLAMA,***,isim,,,,
QAYNAQLAMAQ,***,fel,,,,
QAYNAQLAMAQ,***,fel,,,,
QAYNAQLANDIRILMAQ,***,fel,,,,
QAYNAQLANMA,***,fel,isim,,,
QAYNAQLANMA,***,fel,isim,,,
QAYNAQLANMAQ,***,fel,,,,
QAYNAQLANMAQ,***,fel,,,,
QAYNAQLI,***,sifət,,,,
QAYNAMA,***,isim,,,,
QAYNAMAQ,***,fel,,,,
QAYNANMIŞ,***,sifət,,,,
QAYNAR,***,sifət,zərf,,,
QAYNARLIQ,***,isim,,,,
QAYNAŞMA,***,isim,,,,
QAYNAŞMAQ,***,fel,,,,
QAYNATDIRMA,***,isim,,,,
QAYNATDIRMAQ,***,fel,,,,
QAYNATMA,***,isim,sifət,,,
QAYNATMAQ,***,fel,,,,
QAYRILMA,***,isim,,,,
QAYRILMAQ,***,fel,,,,
QAYSAQ,***,isim,,,,
QAYSAQLAMAQ,***,fel,,,,
QAYSAQLANMAQ,***,fel,,,,
QAYSAQLANMIŞ,***,fsifət,,,,
QAYSAQLI,***,sifət,,,,
QAYSAVA,***,isim,,,,
QAYSAVALIQ,***,sifət,,,,
QAYSI,***,isim,,,,
QAYTAĞI,***,isim,,,,
QAYTAQ,***,isim,,,,
QAYTAN,***,isim,,,,
QAYTANLAMA,***,isim,,,,
QAYTANLAMAQ,***,fel,,,,
QAYTANLANMA,***,isim,,,,
QAYTANLANMAQ,***,fel,,,,
QAYTANLANMIŞ,***,fsifət,,,,
QAYTANLI,***,sifət,,,,
QAYTARICI,***,isim,,,,
QAYTARILMA,***,isim,,,,
QAYTARILMAQ,***,fel,,,,
QAYTARILMAZ,***,sifət,,,,
QAYTARIŞ,***,isim,,,,
QAYTARMA,***,isim,,,,
QAYTARMAQ,***,fel,,,,
QAZ,***,isim,,,,
QAZ,***,,,,,
QAZ,***,fel,isim,,,
QAZAĞI,***,sifət,,,,
QAZAĞI,***,isim,,,,
QAZAX,***,isim,,,,
QAZAXCA,***,sifət,zərf,,,
QAZAQ,***,isim,,,,
QAZAQBAŞI,***,isim,,,,
QAZAQYANA,***,isim,,,,
QAZALAQ,***,isim,,,,
QAZALAQ,***,isim,,,,
QAZALAQÇI,***,isim,,,,
QAZAMAT,***,isim,,,,
QAZAMATI,***,sifət,,,,
QAZAN,***,isim,,,,
QAZANAOXŞAR,***,sifət,,,,
QAZANC,***,isim,,,,
QAZANCLI,***,sifət,,,,
QAZANCSIZ,***,sifət,,,,
QAZANÇA,***,isim,,,,
QAZANÇI,***,isim,,,,
QAZANÇILIQ,***,isim,,,,
QAZANDIRMA,***,isim,,,,
QAZANDIRMAQ,***,fel,,,,
QAZANXANA,***,isim,,,,
QAZANILMA,***,isim,,,,
QAZANILMAQ,***,fel,,,,
QAZANILMIŞ,***,fsifət,,,,
QAZANMA,***,isim,,,,
QAZANMAQ,***,fel,,,,
QAZANTƏMİZLƏYƏN,***,fel,isim,sifət,,
QAZANVARİ,***,sifət,,,,
QAZAYAĞI,***,isim,,,,
QAZDIRILMA,***,isim,,,,
QAZDIRILMAQ,***,fel,,,,
QAZDIRMA,***,isim,,,,
QAZDIRMAQ,***,fel,,,,
QAZEL,***,isim,,,,
QAZHOLDER,***,isim,,,,
QAZI,***,isim,,,,
QAZICI,***,fel,isim,sifət,,
QAZIXANA,***,isim,,,,
QAZIQ,***,sifət,zərf,,,
QAZIQUMUQ,***,isim,,,,
QAZILIQ,***,isim,,,,
QAZILMA,***,fel,isim,,,
QAZILMAQ,***,fel,,,,
QAZIMA,***,isim,,,,
QAZIMAQ,***,fel,,,,
QAZINMAQ,***,fel,,,,
QAZINTI,***,isim,,,,
QAZINTI,***,isim,,,,
QAZIT(DIR)MA,***,isim,,,,
QAZIT(DIR)MAQ,***,fel,,,,
QAZİ,***,isim,,,,
QAZİ,***,fel,isim,sifət,,
QAZİLİK,***,isim,,,,
QAZİLİK,***,isim,,,,
QAZ-QAZ,***,,,,,
QAZLANMA,***,isim,,,,
QAZLANMAQ,***,fel,fel,,,
QAZLAŞDIRILMA,***,fel,isim,,,
QAZLAŞDIRILMAQ,***,fel,,,,
QAZLAŞDIRMA,***,isim,,,,
QAZLAŞDIRMAQ,***,fel,,,,
QAZLAŞMA,***,isim,,,,
QAZLAŞMAQ,***,fel,,,,
QAZLI,***,zərf,sifət,,,
QAZLILIQ,***,isim,,,,
QAZLİFT,***,,,,,
QAZMA,***,isim,sifət,,,
QAZMA,***,isim,,,,
QAZMAÇI,***,isim,,,,
QAZMAÇILIQ,***,isim,,,,
QAZMADÜSƏR,***,isim,,,,
QAZMAQ,***,fel,,,,
QAZMAQ,***,isim,,,,
QAZMAQCIQ,***,isim,,,,
QAZMAQLANMA,***,fel,isim,,,
QAZMAQLANMAQ,***,fel,,,,
QAZMAQLI,***,sifət,,,,
QAZNAQ,***,isim,,,,
QAZ(O)GENERATOR,***,,,,,
QAZ(O)GENERATORLU,***,sifət,,,,
QAZOLİN,***,,,,,
QAZON,***,,,,,
QAZOYL,***,isim,,,,
QAZÖLÇƏN,***,isim,,,,
QAZSIZLAŞDIRILMA,***,isim,,,,
QAZSIZLAŞDIRILMAQ,***,fel,,,,
QAZSIZLAŞDIRILMIŞ,***,fsifət,,,,
QAZSIZLAŞDIRMA,***,isim,,,,
QAZSIZLAŞDIRMAQ,***,fel,,,,
QAZSIZLAŞMA,***,isim,,,,
QAZSIZLAŞMAQ,***,fel,,,,
QAZSOĞANI,***,isim,,,,
QE,***,,,,,
QEYB,***,,,,,
QEYBƏT,***,isim,,,,
QEYBƏTCİL,***,sifət,,,,
QEYBƏTÇİ,***,isim,,,,
QEYBƏTÇİLİK,***,isim,,,,
QEYD,***,isim,,,,
QEYD,***,isim,,,,
QEYDÇİ,***,isim,,,,
QEYDÇİLİK,***,isim,,,,
QEYDEDİCİ,***,isim,,,,
QEYDKEŞ,***,sifət,,,,
QEYDKEŞLİK,***,,isim,,,
QEYDLİ,***,sifət,,,,
QEYDSİZ,***,sifət,,,,
QEYDSİZLİK,***,isim,,,,
QEYDSİZ-ŞƏRTSİZ,***,zərf,,,,
QEYR,***,fel,isim,qoşma,sifət,zərf
QEYRƏT,***,isim,,,,
QEYRƏTKEŞ,***,fel,isim,sifət,,
QEYRƏTLƏNDİRMƏ,***,isim,,,,
QEYRƏTLƏNDİRMƏK,***,fel,,,,
QEYRƏTLƏNMƏ,***,isim,,,,
QEYRƏTLƏNMƏK,***,fel,,,,
QEYRƏTLİ,***,sifət,,,,
QEYRƏTMƏND,***,sifət,,,,
QEYRƏTPƏRƏST,***,sifət,,,,
QEYRƏTSİZ,***,sifət,,,,
QEYRƏTSİZLİK,***,isim,,,,
QEYRİ,***,fel,isim,qoşma,sifət,zərf
QEYRİ-ADİ,***,,sifət,,,
QEYRİ-ADİLİK,***,isim,,,,
QEYRİ-ANTAQONİST,***,sifət,,,,
QEYRİ-BELƏ,***,sifət,,,,
QEYRİ-BƏDİİ,***,sifət,,,,
QEYRİ-BƏDİİLİK,***,isim,,,,
QEYRİ-BƏRABƏR,***,sifət,zərf,,,
QEYRİ-BƏRABƏRLİK,***,isim,,,,
QEYRİ-CAİZ,***,sifət,,,,
QEYRİ-CİDDİ,***,sifət,,,,
QEYRİ-CİDDİLİK,***,isim,,,,
QEYRİ-ELMİ,***,,sifət,,,
QEYRİ-ELMİLİK,***,isim,,,,
QEYRİ-ƏDƏBİ,***,sifət,,,,
QEYRİ-ƏDƏBİLİK,***,isim,,,,
QEYRİ-ƏXLAQİ,***,sifət,,,,
QEYRİ-FƏAL,***,sifət,,,,
QEYRİ-HƏQİQİ,***,sifət,,,,
QEYRİ-ƏSGƏRİ,***,sifət,,,,
QEYRİ-HƏQİQİLİK,***,isim,,,,
QEYRİ-HƏRBİ,***,sifət,,,,
QEYRİ-HƏYATİ,***,sifət,,,,
QEYRİ-HƏYATİLİK,***,isim,,,,
QEYRİ-İCTİMAİ,***,sifət,,,,
QEYRİ-İXTİYARİ,***,sifət,zərf,,,
QEYRİ-İNSANİ,***,sifət,,,,
QEYRİ-İRADİ,***,sifət,zərf,,,
QEYRİ-İRADİLİK,***,isim,,,,
QEYRİ-KAFİ,***,fel,isim,sifət,,
QEYRİ-KAFİLİK,***,isim,,,,
QEYRİ-KAMİL,***,fel,isim,sifət,,
QEYRİ-KAMİLLİK,***,isim,,,,
QEYRİ-QABİL,***,sifət,,,,
QEYRİ-QABİLLİK,***,isim,,,,
QEYRİ-QANUNİ,***,sifət,zərf,,,
QEYRİ-QANUNİLİK,***,isim,,,,
QEYRİ-QƏNAƏTBƏXŞ,***,fel,isim,sifət,zərf,
QEYRİ-QƏTİ,***,sifət,zərf,,,
QEYRİ-QƏTİLİK,***,isim,,,,
QEYRİ-LAYİQ,***,sifət,,,,
QEYRİ-LEQAL,***,sifət,,,,
QEYRİ-MADDİ,***,sifət,,,,
QEYRİ-MADDİLİK,***,isim,,,,
QEYRİ-MƏCBURİ,***,sifət,,,,
QEYRİ-MƏCBURİLİK,***,isim,,,,
QEYRİ-MƏHDUD,***,sifət,,,,
QEYRİ-MƏHDUDLUQ,***,isim,,,,
QEYRİ-MƏHSULDAR,***,sifət,,,,
QEYRİ-MƏHSULDARLIQ,***,isim,,,,
QEYRİ-MƏQBUL,***,fel,isim,sifət,,
QEYRİ-MƏQBULLUQ,***,isim,,,,
QEYRİ-MƏLUM,***,sifət,,,,
QEYRİ-MƏMNUN,***,sifət,,,,
QEYRİ-MƏMNUNLUQ,***,isim,,,,
QEYRİ-MƏNTİQİ,***,sifət,,,,
QEYRİ-MƏSKUN,***,sifət,,,,
QEYRİ-MÖTƏBƏR,***,sifət,,,,
QEYRİ-MÜƏYYƏN,***,sifət,,,,
QEYRİ-MÜƏYYƏNLİK,***,isim,,,,
QEYRİ-MÜKƏMMƏL,***,sifət,,,,
QEYRİ-MÜKƏMMƏLLİK,***,isim,,,,
QEYRİ-MÜMKÜN,***,sifət,,,,
QEYRİ-MÜMKÜNLÜK,***,isim,,,,
QEYRİ-MÜNBİT,***,sifət,,,,
QEYRİ-MÜNBİTLİK,***,isim,,,,
QEYRİ-MÜNTƏZƏM,***,zərf,sifət,,,
QEYRİ-MÜNTƏZƏMLİK,***,isim,,,,
QEYRİ-MÜTƏHƏRRİK,***,sifət,,,,
QEYRİ-MÜTƏHƏRRİKLİK,***,isim,,,,
QEYRİ-MÜTƏNAHİ,***,sifət,,,,
QEYRİ-MÜTƏNAHİLİK,***,isim,,,,
QEYRİ-MÜTƏNASİB,***,sifət,,,,
QEYRİ-MÜTƏNASİBLİK,***,isim,,,,
QEYRİ-MÜTƏŞƏKKİL,***,zərf,sifət,,,
QEYRİ-MÜTƏŞƏKKİLLİK,***,isim,,,,
QEYRİ-MÜVAFİQ,***,sifət,,,,
QEYRİ-NİZAMİ,***,sifət,zərf,,,
QEYRİ-NİZAMİLİK,***,isim,,,,
QEYRİ-NORMAL,***,sifət,,,,
QEYRİ-NORMALLIQ,***,isim,,,,
QEYRİ-REAL,***,sifət,,,,
QEYRİ-REALLIQ,***,isim,,,,
QEYRİ-RƏSMİ,***,zərf,sifət,,,
QEYRİ-RƏSMİLİK,***,isim,,,,
QEYRİ-SABİT,***,sifət,,,,
QEYRİ-SABİTLİK,***,isim,,,,
QEYRİ-SƏMİMİ,***,zərf,sifət,,,
QEYRİ-SƏMİMİLİK,***,isim,,,,
QEYRİ-SİMMETRİK,***,sifət,,,,
QEYRİ-ŞƏFFAF,***,sifət,,,,
QEYRİ-ŞƏFFAFLIQ,***,isim,,,,
QEYRİ-ŞÜURİ,***,fel,zərf,,,
QEYRİ-ŞÜURİLİK,***,isim,,,,
QEYRİ-TƏBİİ,***,zərf,sifət,,,
QEYRİ-TƏBİİLİK,***,isim,,,,
QEYRİ-TƏNQİDİ,***,zərf,sifət,,,
QEYRİ-ÜZVİ,***,sifət,,,,
QEYSƏR,***,isim,,,,
QEYSƏRLİK,***,isim,,,,
QEYZ,***,isim,,,,
QEYZLƏNDİRİLMƏ,***,isim,,,,
QEYZLƏNDİRİLMƏK,***,fel,,,,
QEYZLƏNDİRMƏ,***,fel,isim,,,
QEYZLƏNDİRMƏK,***,fel,,,,
QEYZLƏNMƏ,***,isim,,,,
QEYZLƏNMƏK,***,fel,,,,
QEYZLƏTMƏ,***,isim,,,,
QEYZLƏTMƏK,***,fel,,,,
QEYZLİ,***,sifət,zərf,,,
QEYZNAK,***,zərf,,,,
QƏBA,***,isim,,,,
QƏBAHƏT,***,isim,,,,
QƏBAHƏTLİ,***,sifət,,,,
QƏBAHƏTSİZ,***,sifət,,,,
QƏBAHƏTSİZLİK,***,isim,,,,
QƏBALƏ,***,,isim,,,
QƏBALƏNAMƏ,***,isim,,,,
QƏBALI,***,sifət,,,,
QƏBİH,***,fel,isim,sifət,,
QƏBİL,***,,,,,
QƏBİLƏ,***,isim,,,,
QƏBİR,***,isim,,,,
QƏBİRDAŞI,***,isim,,,,
QƏBİREŞƏN,***,isim,,,,
QƏBİRİSTAN,***,isim,,,,
QƏBİRİSTANLIQ,***,isim,,,,
QƏBİRQAZAN,***,isim,,,,
QƏBİZ,***,isim,,,,
QƏBİZLİK,***,isim,,,,
QƏBUL,***,isim,,,,
QƏBULÇU,***,isim,,,,
QƏBULEDİCİ,***,sifət,,,,
QƏBZ,***,,isim,,,
QƏBZƏ,***,isim,,,,
QƏBZƏLİ,***,sifət,,,,
QƏCƏC,***,isim,,,,
QƏCƏLƏ,***,isim,,,,
QƏCƏRƏ,***,isim,,,,
QƏCƏRƏLİ,***,sifət,,,,
QƏDD,***,isim,,,,
QƏDDAR,***,fel,isim,sifət,,
QƏDDARANƏ,***,zərf,,,,
QƏDDARCASINA,***,zərf,,,,
QƏDDARƏ,***,isim,,,,
QƏDDARLIQ,***,isim,,,,
QƏDDƏMƏK,***,fel,,,,
QƏDDƏNMƏK,***,fel,,,,
QƏDDƏNMİŞ,***,fsifət,,,,
QƏDD-QAMƏT,***,isim,,,,
QƏDD-QAMƏTLİ,***,sifət,,,,
QƏDƏH,***,isim,,,,
QƏDƏHCİK,***,isim,,,,
QƏDƏHNUŞ,***,sifət,,,,
QƏDƏHVARİ,***,sifət,,,,
QƏDİM,***,sifət,,,,
QƏDİMDƏN,***,zərf,,,,
QƏDİMİ,***,sifət,,,,
QƏDİMLİK,***,isim,,,,
QƏDİR,***,isim,,,,
QƏDİR,***,,,,,
QƏDİRBİLƏN,***,sifət,,,,
QƏDİRBİLMƏZ,***,sifət,,,,
QƏDİRBİLMƏZLİK,***,isim,,,,
QƏDİRDAN,***,sifət,,,,
QƏDİRDANLIQ,***,isim,,,,
QƏDİR-QİYMƏT,***,,,,,
QƏDİRŞÜNAS,***,sifət,,,,
QƏDİRŞÜNASLIQ,***,isim,,,,
QƏDLƏMƏK,***,fel,,,,
QƏDLƏNMƏK,***,fel,,,,
QƏDLƏNMİŞ,***,fsifət,,,,
QƏDLİ-QAMƏTLİ,***,sifət,,,,
QƏDR,***,,,,,
QƏDTƏZƏ,***,sifət,,,,
QƏFƏS,***,isim,,,,
QƏFƏSƏ,***,isim,,,,
QƏFƏSƏLİ,***,sifət,,,,
QƏFİL,***,sifət,zərf,,,
QƏFİLCƏ,***,zərf,,,,
QƏFİLDƏN,***,zərf,,,,
QƏFLƏT,***,isim,,,,
QƏFLƏTƏN,***,zərf,,,,
QƏHƏR,***,isim,,,,
QƏHƏRLƏNMƏ,***,isim,,,,
QƏHƏRLƏNMƏK,***,fel,,,,
QƏHƏRLİ,***,sifət,,,,
QƏHƏT,***,isim,,,,
QƏHƏTLƏŞMƏ,***,isim,,,,
QƏHƏTLƏŞMƏK,***,fel,,,,
